Status,PageTime_ms,TotalServerTime_ms,TotalBrowserTime_ms,Action_count,Api_count,Db_count,DbTime_ms,Xhr_count
Invalid,2308,2248,1980,13,50,293,528,10
Regression,2543,2015,1973,13,59,317,513,10
Success,2240,2250,1687,13,52,287,498,10
Invalid,2213,2600,1597,13,50,287,706,10
Invalid,2127,3022,1614,13,59,318,695,10
Invalid,1191,1453,774,6,30,191,246,6
Success,2257,1946,1731,13,50,287,513,10
Invalid,1886,2245,1497,13,52,289,508,10
Regression,2947,3937,1532,13,54,341,513,10
Invalid,2509,2633,1850,13,63,319,530,10
Regression,2608,2415,1928,13,52,285,475,10
Success,2279,2112,1688,13,52,289,523,10
Regression,2987,2370,1667,13,52,285,382,10
Success,2189,1986,1608,13,59,319,502,10
Success,2159,2640,1637,13,50,287,550,10
Invalid,2627,2539,1926,13,52,295,572,10
Invalid,2730,2960,1644,13,52,287,1014,10
Invalid,2284,2494,1871,13,50,289,900,10
Success,2376,2452,1682,13,54,286,465,10
Invalid,2468,2156,1999,13,59,327,473,10
Invalid,2341,2320,1755,13,50,287,573,10
Success,2121,1778,1673,13,0,0,0,11
Invalid,1048,1134,772,6,30,151,244,6
Regression,2883,830,2864,8,16,120,104,6
Success,2271,2208,1732,13,52,289,508,10
Invalid,2070,2477,1658,13,0,0,0,11
Success,2308,2672,1815,13,55,287,497,10
Regression,2735,2184,1682,13,52,289,318,10
Success,2319,1991,1758,13,52,289,482,10
Invalid,2287,2399,1772,13,50,329,468,10
Success,2165,2162,1596,13,52,287,484,10
Invalid,3090,2196,3196,12,49,287,646,10
Success,2332,2684,1899,13,59,375,511,10
Success,2187,1981,1716,13,50,287,512,10
Invalid,2353,2621,1636,13,50,287,594,10
Regression,2686,2373,1646,14,52,289,376,10
Invalid,2370,2704,1613,13,50,287,584,10
Success,2344,2333,1776,13,50,287,568,10
Success,2181,1962,1660,13,50,285,502,10
Invalid,2206,2297,1148,9,32,193,318,6
Success,2289,2088,1706,13,59,317,479,10
Invalid,1792,1662,1103,9,32,154,293,6
Invalid,2172,3185,1631,13,58,351,548,10
Success,2184,2182,1666,13,50,337,486,10
Invalid,2162,2592,1607,13,60,320,480,10
Success,2223,2443,1751,13,58,295,544,10
Regression,2558,2521,1898,13,52,291,488,10
Success,2275,2330,1727,13,50,285,587,10
Regression,7188,12262,1666,13,73,542,618,10
Success,2150,2375,1631,13,50,293,551,10
