Status,PageTime_ms,TotalServerTime_ms,TotalBrowserTime_ms,Action_count,Api_count,Db_count,DbTime_ms,Xhr_count
Invalid,1049,1074,836,6,30,151,247,6
Invalid,2244,2752,1645,13,54,288,481,10
Invalid,2243,2181,1702,13,59,319,493,10
Invalid,1521,1978,1356,12,57,317,358,10
Invalid,2199,2291,1663,13,50,285,561,10
Success,2475,2345,1840,13,50,291,452,10
Success,2238,2304,1680,13,50,335,488,10
Invalid,2116,2703,1696,13,59,315,643,10
Success,2214,2246,1666,13,50,331,466,10
Success,2355,2495,1784,13,59,379,506,10
Regression,3766,6695,1757,13,50,333,513,10
Success,2158,2122,1842,13,50,285,513,10
Success,2096,2145,1670,13,50,331,474,10
Success,2186,2181,1722,13,50,287,522,10
Invalid,3046,3194,1645,14,52,291,1140,10
Invalid,2696,2406,2046,13,52,285,465,10
Success,2174,2459,1660,13,50,289,561,10
Success,2175,2280,1589,13,50,285,554,10
Invalid,2440,2504,1935,13,0,0,0,11
Success,2409,2080,1809,13,59,319,461,10
Success,2395,2275,1838,13,59,317,493,10
Invalid,5189,5840,1734,14,52,289,3691,10
Success,2238,2225,1749,13,59,319,492,10
Regression,2942,2473,1687,13,52,285,637,10
Success,2315,2399,1687,13,50,327,494,10
Regression,2656,2145,1619,14,52,285,306,10
Invalid,2109,2373,1622,13,59,325,541,10
Regression,2756,2553,1646,13,52,291,638,10
Success,2404,2209,1927,13,59,323,483,10
Regression,4006,2040,3263,13,52,287,506,10
Invalid,2394,2376,1607,13,50,289,526,10
Success,2180,1963,1618,13,52,293,516,10
Invalid,4508,5446,1764,14,52,285,3516,10
Invalid,2122,2211,1591,13,50,335,482,10
Success,2326,2079,1815,13,50,333,483,10
Invalid,2462,3231,1610,13,52,330,507,10
Regression,3340,2322,1718,13,52,289,423,10
Success,2296,2102,1652,13,59,321,516,10
Success,2277,2002,1725,13,50,285,522,10
Invalid,2092,1994,1557,13,0,0,0,11
Invalid,2236,2806,1561,13,59,325,579,10
Invalid,2531,4483,1520,13,58,588,626,10
Success,2128,2291,1691,13,50,331,495,10
Invalid,11319,2491,2017,13,59,319,496,10
Success,2114,2292,1685,13,50,285,557,10
Regression,3037,2382,2071,13,50,289,559,10
Regression,2566,2427,1841,13,59,321,559,10
Success,2255,4156,1353,12,38,307,383,9
Regression,2879,2158,1655,14,52,287,302,10
Invalid,3458,3858,1646,13,52,289,1869,10
Success,2095,2421,1600,13,50,319,499,10
Invalid,2864,2700,2028,13,68,361,574,10
Regression,2566,2231,1610,14,52,297,331,10
Success,2325,2469,1702,13,50,298,470,10
Regression,4467,5205,1699,14,61,305,2980,10
Success,2336,2033,1718,13,59,315,454,10
Invalid,2365,4025,2146,14,77,441,323,14
Regression,4692,5494,1707,14,52,285,3591,10
Success,2049,2089,1692,13,59,319,530,10
Regression,2946,2440,1670,13,52,289,318,10
Invalid,2675,3070,1612,13,0,0,0,11
Success,2397,2774,1691,13,54,286,483,10
Invalid,1077,1334,1061,7,36,180,228,7
Success,2208,2140,1769,13,50,287,519,10
Invalid,2665,3662,1660,13,52,335,539,10
Invalid,2061,2545,1649,13,50,333,491,10
Regression,2711,2242,1670,14,52,287,308,10
Success,2262,2249,1731,13,50,289,527,10
Regression,3370,3961,1640,14,52,289,1819,10
Regression,5268,9301,1798,13,73,540,681,10
Invalid,2400,2191,1871,13,52,295,520,10
Error,2098,1116,1205,10,31,156,294,6
Invalid,2420,2310,1847,13,59,385,505,10
Success,2182,2464,1671,13,50,285,582,10
Success,2439,2340,1783,13,52,289,552,10
Invalid,3241,3097,2085,13,59,320,909,10
Success,2241,2226,1869,13,50,285,536,10
Invalid,2257,2187,1684,13,59,321,591,10
Regression,2623,3593,1652,13,52,335,520,10
Success,2173,2433,1652,13,50,333,489,10
Regression,2538,2294,1606,14,52,291,321,10
Success,2246,2177,1894,13,50,293,528,10
Success,2192,2259,1728,13,59,319,483,10
Invalid,1108,1357,889,7,36,178,272,7
Success,2266,2096,1778,13,59,321,470,10
Success,2211,2239,1706,13,58,319,355,10
Success,2219,2442,1731,13,50,339,476,10
Regression,2608,2444,1801,13,59,317,516,10
Invalid,2639,2069,1939,13,59,319,479,10
Regression,5365,9011,1620,13,73,536,592,10
Invalid,2116,1938,1658,13,52,285,515,10
Success,2320,2070,1710,13,59,319,478,10
Success,2130,2120,1624,13,60,316,347,10
Invalid,2689,2842,1861,13,60,312,696,10
Success,2239,2256,1665,13,50,289,519,10
Success,2155,1984,1647,13,50,289,515,10
Invalid,2937,2264,1782,13,52,289,334,10
Success,2127,2159,1543,13,59,321,515,10
Regression,3500,3795,1650,14,52,285,1693,10
Success,2197,2511,1679,13,50,285,603,10
Success,2251,2404,1687,13,60,316,361,10
Invalid,2985,2290,2186,13,50,291,527,10
Invalid,2804,2301,2269,13,50,289,513,10
Invalid,2747,2233,1720,13,59,323,476,10
Invalid,2448,2385,1543,13,50,287,572,10
Success,2233,2401,1883,13,59,321,466,10
Success,2335,2097,1801,13,52,289,490,10
Success,2179,2004,1608,13,50,289,530,10
Invalid,2347,2019,1630,13,52,287,509,10
Regression,2545,2201,1898,13,54,288,486,10
Regression,3227,2743,1702,13,61,324,342,10
Success,2199,2379,1654,13,59,323,494,10
Error,2238,4114,1900,14,77,439,334,14
Regression,2774,2217,1665,13,52,289,314,10
Invalid,2311,2108,1917,13,50,289,514,10
Invalid,2247,2570,1657,13,50,287,542,10
Success,2119,2456,1631,13,50,289,570,10
Invalid,4429,4564,1827,14,52,289,2606,10
Invalid,2155,2856,1819,13,59,318,281,10
Success,2337,2388,1720,13,59,321,485,10
Success,2346,2505,1720,13,50,302,483,10
Regression,2685,2244,1333,10,33,211,295,6
Invalid,2281,1801,1670,13,0,0,0,11
Regression,2838,2493,1600,13,52,285,337,10
Regression,2874,2286,1623,14,52,289,326,10
Invalid,2848,2546,1652,13,52,285,580,10
Success,2115,2522,1662,13,50,287,604,10
Success,2269,2385,1634,13,59,321,457,10
Invalid,2346,1959,1856,13,52,287,478,10
Success,2192,2181,1759,13,59,321,515,10
Success,2356,2058,1689,13,52,291,499,10
Success,2211,2200,1689,13,50,339,497,10
Invalid,6599,7698,1744,14,52,285,5783,10
Invalid,2642,2173,2128,13,59,317,473,10
Invalid,2359,2030,1947,13,59,323,488,10
Success,2263,2104,1869,13,50,289,508,10
Success,2382,2290,1792,13,54,290,488,10
Invalid,2387,2419,1672,13,50,333,483,10
Invalid,2203,2296,1879,13,50,288,546,10
Success,2102,2502,1598,13,50,287,574,10
Invalid,2263,2762,1861,13,59,325,573,10
Success,2213,2251,1709,13,52,287,523,10
Success,2151,2185,1719,13,50,331,488,10
Success,2153,2158,1676,13,60,322,362,10
Invalid,2125,2538,1657,13,50,287,538,10
Success,2328,1995,1689,13,59,319,490,10
Invalid,2074,1942,1611,13,0,0,0,11
Success,2405,2207,1830,13,54,288,485,10
Success,2190,2191,1701,13,52,289,533,10
Success,2343,2261,1688,13,52,285,495,10
Success,2129,2131,1632,13,50,287,519,10
Invalid,2571,2648,1788,13,67,331,536,10
Success,2162,2323,1630,13,50,285,569,10
Invalid,2138,2190,1624,13,52,287,518,10
Regression,2876,3900,1656,13,54,339,531,10
Success,2294,2013,1725,13,50,289,520,10
Success,2193,2268,1631,13,50,333,482,10
Invalid,2532,2518,1847,13,59,321,594,10
Success,2367,2562,1768,13,50,327,505,10
Regression,2681,3621,1698,13,52,335,517,10
Invalid,2119,2035,1602,13,59,319,502,10
Regression,3101,1882,3337,12,49,287,381,10
Success,2168,2276,1721,13,50,329,469,10
Success,2174,1967,1710,13,52,285,517,10
Invalid,2643,2738,2122,13,59,319,505,10
Invalid,2498,2469,1728,13,59,325,491,10
Success,2100,2313,1635,13,50,291,524,10
Success,2289,2316,1697,13,59,317,485,10
Invalid,2139,2019,1601,13,50,289,545,10
Success,2116,1983,1673,13,50,293,512,10
Success,2261,1770,1882,13,0,0,0,11
Invalid,2226,2427,1600,13,50,294,491,10
Success,2118,2059,1789,13,0,0,0,11
Invalid,2709,2355,1769,13,59,323,472,10
Success,2160,2310,1602,13,50,287,575,10
Success,2225,1807,1879,13,0,0,0,11
Invalid,1679,2100,1295,12,49,283,361,10
Invalid,2202,2867,1801,13,59,322,288,10
Invalid,3669,3512,1706,13,52,291,1545,10
Regression,2799,2242,1659,14,52,289,343,10
Invalid,1925,1816,1138,9,32,152,276,6
Regression,2606,2181,1923,13,59,317,514,10
Success,2095,2620,1658,13,50,355,513,10
Invalid,2165,2358,1782,13,0,0,0,11
Invalid,2240,2208,1883,13,59,323,467,10
Regression,2836,2367,1623,14,52,285,329,10
Invalid,2271,1895,1692,13,59,319,481,10
Success,2213,2188,1682,13,52,287,523,10
Invalid,2219,2760,1702,13,50,370,496,10
Invalid,4680,5521,1642,13,52,289,3546,10
Invalid,2258,2537,1643,13,50,333,576,10
Invalid,2091,1833,1678,13,0,0,0,11
Success,2424,2106,1725,13,59,319,482,10
Invalid,2045,2978,1565,13,50,289,574,10
Invalid,2061,2031,1533,13,59,325,504,10
Invalid,2182,2497,1560,13,59,317,473,10
Success,2146,1985,1624,13,50,287,514,10
Invalid,2251,2307,1710,13,59,317,471,10
Success,2253,2365,1699,13,59,315,474,10
Success,2156,2409,1853,13,50,287,569,10
Invalid,2144,2025,1650,13,52,295,513,10
Success,2187,1995,1660,13,0,0,0,11
Invalid,5593,7564,1612,13,52,293,5147,10
Success,2292,2266,1675,13,52,302,499,10
Invalid,2176,1218,1082,10,29,160,298,6
Success,2293,2397,1785,13,59,317,479,10
Regression,5025,10342,1642,13,73,542,657,10
Success,2242,2082,1650,13,52,287,521,10
Success,2267,1934,1890,13,50,287,511,10
Invalid,2551,2652,1997,13,67,327,533,10
Success,2379,2333,1721,13,54,288,492,10
Success,2352,2040,1662,13,52,289,506,10
Invalid,2225,2104,1835,13,50,287,524,10
Success,2263,2128,1670,13,0,0,0,11
Invalid,2353,2498,1690,13,50,287,512,10
Invalid,3053,2020,2061,13,59,319,498,10
Regression,3182,2248,2476,13,57,294,382,11
Success,2259,1887,1666,13,52,287,498,10
Success,2159,2091,1646,13,50,331,499,10
Invalid,2033,2347,1578,13,50,331,503,10
Success,2180,1972,1852,13,0,0,0,11
Invalid,2332,2731,1678,13,54,286,497,10
Success,2172,2106,1658,13,50,287,521,10
Invalid,2104,2309,1674,13,50,287,527,10
Success,2088,2387,1630,13,50,293,581,10
Success,2128,2566,1576,13,50,287,579,10
Invalid,2648,3853,1697,13,52,348,529,10
Success,2305,2294,1779,13,52,289,553,10
Invalid,2091,2448,1562,13,59,323,479,10
Regression,4305,5163,1681,14,52,285,3211,10
Regression,2773,2251,1657,13,52,285,341,10
Success,2205,1993,1686,13,50,287,518,10
Invalid,2081,2162,1668,13,50,287,527,10
Regression,2613,2322,2029,13,59,317,526,10
Invalid,1996,2646,1995,10,48,274,144,3
Success,2322,2494,1708,13,50,294,474,10
Success,2478,2157,1705,13,59,319,477,10
Regression,2737,2192,1643,13,52,285,319,10
Regression,2518,2313,1823,13,59,317,530,10
Success,2234,2284,1671,13,50,333,473,10
Success,2398,2564,1795,13,50,331,476,10
Success,2154,2296,1606,13,59,323,477,10
Success,2203,2137,1623,13,50,295,530,10
Success,2279,2481,1687,13,59,319,463,10
Invalid,1077,1104,1095,6,30,151,259,6
Success,2298,2325,1801,13,52,285,515,10
Success,2485,2096,1770,13,59,323,518,10
Success,2179,1986,1737,13,50,289,505,10
Success,2423,2747,1714,13,50,327,491,10
Success,2305,2524,1685,13,50,331,478,10
Success,2188,2095,1805,13,50,291,524,10
Invalid,3351,3958,1614,14,52,285,1955,10
Success,2215,2137,1746,13,50,289,506,10
Success,2200,2246,1614,13,50,287,515,10
Regression,2777,2158,1567,13,52,285,306,10
Success,2376,2622,1668,13,59,321,486,10
Regression,2560,2466,1872,13,50,289,472,10
Success,2350,2630,1713,13,52,289,591,10
Success,2242,2414,1729,13,59,317,458,10
Success,2356,2039,1706,13,52,291,490,10
Regression,2886,2297,1634,13,52,285,322,10
Invalid,2094,2295,1644,13,50,333,499,10
Success,2190,1969,1646,13,52,291,517,10
Success,2200,2133,1635,13,52,291,512,10
Regression,2811,2767,1646,13,52,285,784,10
Success,2081,2350,1618,13,50,287,565,10
Success,2233,2238,1798,13,59,317,467,10
Success,2228,2226,1761,13,50,325,467,10
Invalid,2405,2057,1767,13,52,289,495,10
Success,2382,2197,1742,13,54,317,480,10
Invalid,2308,2491,1727,13,59,317,486,10
Invalid,2207,2019,1637,13,50,285,528,10
Invalid,1913,1803,1064,9,32,156,309,6
Success,2262,2464,1796,13,59,321,465,10
Invalid,2569,2170,1778,13,59,317,487,10
Invalid,2289,2108,1654,13,59,323,474,10
Success,2215,2206,1742,13,50,293,536,10
Invalid,2479,2537,1796,13,50,333,481,10
Success,2150,2407,1635,13,50,287,594,10
Regression,2948,2434,1651,14,52,291,463,10
Success,2185,2323,1646,13,59,321,490,10
Invalid,2148,2115,1706,13,50,291,535,10
Invalid,2483,1792,2035,13,0,0,0,11
Success,2148,2271,1614,13,50,289,526,10
Invalid,2210,2791,1605,13,50,285,523,10
Invalid,2619,2092,2073,13,60,319,479,10
Success,2414,2356,1948,13,59,323,466,10
Invalid,2878,2544,2146,13,58,299,551,10
Success,2098,2146,1603,13,50,291,545,10
Invalid,2603,2220,1924,13,54,321,478,10
Invalid,2269,2914,1661,13,50,289,520,10
Success,2373,2475,1711,13,50,323,485,10
Success,2177,2027,1618,13,52,287,498,10
Success,2231,2457,1642,13,50,294,487,10
Invalid,362,238,152,2,0,1,0,2
Success,2207,2247,1479,13,50,289,519,10
Invalid,1945,1950,1365,12,49,281,350,10
Invalid,2730,2270,1392,10,33,217,301,6
Success,2082,2121,1768,13,59,317,466,10
Invalid,1808,1665,1035,9,32,158,295,6
Regression,4626,8001,1788,13,73,532,566,10
Regression,2855,2693,1885,13,59,319,517,10
Invalid,2184,2920,1717,13,68,346,694,10
Success,2184,1908,1697,13,50,285,502,10
Success,2334,2095,1706,13,54,317,460,10
Regression,2689,2244,1991,13,50,289,545,10
Success,2136,1916,1649,13,0,0,0,11
Success,2154,2179,1585,13,50,287,515,10
Regression,2792,2158,1633,13,52,295,306,10
Error,2229,1266,1159,10,29,160,295,6
Invalid,2290,2467,1648,13,50,335,494,10
Success,2188,2511,1662,13,59,319,501,10
Invalid,2139,2019,1601,13,50,289,545,10
Success,2120,2536,1632,13,50,287,595,10
Invalid,2222,2646,1611,13,68,366,510,10
Success,2150,2575,1616,13,59,323,483,10
Success,2234,2407,1765,13,50,329,472,10
Success,2366,2541,1615,13,59,319,480,10
Success,2219,2051,1656,13,52,287,509,10
Regression,2813,2342,1622,13,52,287,314,10
Success,2096,1942,1700,13,52,289,515,10
Regression,2653,2405,1617,14,52,293,323,10
Success,2405,2181,1768,13,59,317,462,10
Success,2140,1855,1658,13,0,0,0,11
Success,2261,2456,1751,13,50,296,470,10
Invalid,2270,2953,1624,13,59,318,284,10
Invalid,2279,1996,1926,13,59,319,462,10
Success,2288,2345,1759,13,59,321,484,10
Success,2304,1986,1734,13,52,285,498,10
Invalid,2319,2268,1766,13,52,287,465,10
Success,2271,2350,1868,13,50,287,537,10
Success,2460,2245,1818,13,54,323,476,10
Regression,4493,5282,1723,14,52,289,3384,10
Regression,2916,2208,1701,14,52,285,333,10
Success,2178,2138,1647,13,50,289,515,10
Success,2159,1977,1698,13,50,285,509,10
Invalid,3616,1914,1810,13,59,325,493,10
Success,2143,2155,1778,13,0,0,0,11
Regression,2707,2313,1610,13,52,289,322,10
Regression,2673,2014,1921,13,59,317,462,10
Invalid,2794,2470,1618,13,52,295,535,10
Success,2330,2381,1770,13,50,302,474,10
Invalid,2272,2124,1647,13,59,317,456,10
Invalid,2191,2127,1222,9,32,155,287,6
Success,2470,2547,2855,13,54,319,488,10
Success,2235,1904,1639,13,59,319,462,10
Success,2301,2655,1640,13,52,289,796,10
Success,2248,1849,1693,13,0,0,0,11
Success,2269,2006,1737,13,52,290,507,10
Success,2326,2493,1822,13,54,286,466,10
Invalid,2155,1980,1588,13,50,285,507,10
Regression,2776,2252,1620,13,52,287,344,10
Invalid,2248,2105,1839,13,50,285,529,10
Invalid,2240,2164,1701,13,59,317,469,10
Invalid,2398,2024,1768,13,59,319,482,10
Regression,2761,2147,1639,13,52,293,299,10
Invalid,2363,2348,1782,13,52,287,491,10
Success,2152,2278,1636,13,50,331,478,10
Success,2162,1947,1686,13,50,290,514,10
Success,2418,2322,1797,13,54,292,507,10
Invalid,3609,4142,1743,13,52,614,1574,10
Invalid,3494,2182,2556,13,57,286,384,11
Invalid,3224,3697,1638,13,52,296,1669,10
Invalid,3301,2066,3386,13,52,285,515,10
Invalid,2917,1818,3068,12,49,283,383,10
Success,2142,2371,1632,13,50,287,560,10
Regression,2589,2218,1888,13,59,317,525,10
Success,2147,2640,1726,13,50,336,506,10
Success,2203,2137,1623,13,50,295,530,10
Success,2099,2244,1724,13,59,321,535,10
Regression,2890,4199,1623,13,49,306,519,10
Success,2152,2287,1673,13,50,331,484,10
Success,2162,2357,1678,13,50,333,517,10
Invalid,1625,1919,1366,12,57,315,390,10
Success,2281,2269,1663,13,50,335,521,10
Success,2102,2155,1740,13,59,319,511,10
Invalid,2062,2383,1754,13,59,321,493,10
Success,2200,2398,1668,13,59,319,474,10
Success,2241,2383,1668,13,59,321,472,10
Regression,4234,8078,1665,13,73,538,591,10
Invalid,3239,2204,1775,13,59,321,474,10
Invalid,2747,2022,2099,13,59,321,492,10
Success,2414,2490,1747,13,54,315,476,10
Success,2159,2640,1637,13,50,287,550,10
Success,2110,1921,1622,13,0,0,0,11
Regression,2792,2307,1626,13,52,287,295,10
Invalid,2140,1994,1584,13,50,293,521,10
Regression,2633,2562,1973,13,52,291,486,10
Success,2336,2342,1798,13,59,377,507,10
Success,2188,2525,1746,13,59,323,475,10
Regression,2966,2225,1663,13,52,287,360,10
Success,2134,2041,1736,13,50,287,516,10
Success,2081,2154,1769,13,59,317,510,10
Success,2493,2102,1758,13,59,321,501,10
Invalid,2448,2385,1543,13,50,287,572,10
Success,2254,2238,1889,13,50,287,534,10
Success,2238,2208,1723,13,59,323,482,10
Regression,2691,2082,1691,13,59,317,465,10
Invalid,2249,2304,1694,13,59,317,493,10
Invalid,2377,2448,1684,13,52,335,539,10
Success,2082,2244,1628,13,50,293,557,10
Success,2136,1988,1810,13,0,0,0,11
Success,2330,2236,1703,13,52,287,487,10
Invalid,2310,1976,1676,13,52,287,500,10
Invalid,11284,2511,1832,13,52,289,495,10
Success,2165,2588,1593,13,50,291,579,10
Regression,2714,2250,1631,13,52,287,325,10
Success,2152,2186,1783,13,59,321,523,10
Success,2418,2060,1723,13,59,321,513,10
Invalid,2578,3736,1728,13,50,327,572,10
Success,2053,2272,1531,13,52,289,517,10
Invalid,2185,2428,1760,13,50,285,574,10
Success,2149,2248,1642,13,58,295,527,10
Invalid,3577,4272,1619,14,61,322,1954,10
Invalid,2322,2043,1728,13,52,289,508,10
Success,2118,2603,1553,13,59,327,519,10
Invalid,2152,2345,1654,13,50,331,473,10
Invalid,1866,1652,1136,9,32,167,303,6
Invalid,1823,1633,1016,9,32,154,290,6
Invalid,1945,2547,1691,10,48,274,148,3
Success,2217,2440,1710,13,59,317,473,10
Regression,2606,1886,1915,13,59,319,485,10
Invalid,2080,2336,1555,13,50,285,588,10
Success,2207,1680,1889,13,0,0,0,11
Regression,2599,2261,1619,13,52,291,391,10
Success,2199,2509,1707,13,50,293,596,10
Regression,2935,3051,1663,13,52,287,961,10
Invalid,4048,4425,1767,13,52,287,2323,10
Regression,5702,13128,1588,13,73,540,611,10
Regression,2969,2199,1669,14,52,285,321,10
Invalid,5205,9793,1734,13,73,534,619,10
Success,2204,2490,1617,13,50,331,597,10
Success,2198,1943,1692,13,50,285,502,10
Success,2342,2486,1677,13,52,285,551,10
Success,2156,2008,1658,13,50,285,506,10
Invalid,2237,2299,1775,13,50,335,512,10
Invalid,2228,2393,1696,13,52,289,511,10
Regression,2556,2260,1649,14,52,295,380,10
Success,2391,2607,1772,13,50,325,475,10
Invalid,2428,2726,1702,13,67,357,505,10
Invalid,2344,2300,1760,13,50,287,528,10
Invalid,2182,2349,1596,13,50,378,510,10
Success,2253,2370,1699,13,52,291,529,10
Success,2310,2128,1668,13,54,288,485,10
Regression,2837,2479,1605,14,61,305,362,10
Success,2224,2156,1823,13,59,323,547,10
Success,2124,2429,1782,13,59,319,471,10
Success,2094,2414,1650,13,50,287,577,10
Invalid,2157,2094,1602,13,50,333,465,10
Invalid,2371,2566,1784,13,52,285,486,10
Invalid,3428,1003,3014,9,17,116,245,6
Regression,2668,2309,1583,13,52,289,319,10
Invalid,2230,2481,1619,13,59,323,489,10
Regression,3058,2301,3309,14,58,292,529,11
Invalid,2086,2144,1536,13,54,275,403,10
Success,2131,2383,1590,13,50,287,557,10
Invalid,1927,1773,1031,9,32,156,290,6
Success,2399,2107,1748,13,52,287,480,10
Success,2490,2633,1869,13,52,291,486,10
Invalid,3080,2707,1651,13,52,285,689,10
Regression,2719,2375,1947,13,52,289,479,10
Success,2216,2127,1669,13,50,289,514,10
Invalid,2341,2320,1755,13,50,287,573,10
Success,2190,2119,1684,13,50,335,484,10
Invalid,1588,1851,1342,12,57,319,359,10
Success,2169,1865,1715,13,59,317,456,10
Invalid,2353,2065,1670,13,59,321,471,10
Invalid,3068,2296,2043,13,50,289,581,10
Invalid,1990,1890,1281,9,32,158,287,6
Invalid,2178,2383,1666,13,50,287,560,10
Regression,3034,884,3026,8,15,112,108,6
Invalid,2237,2011,1668,13,50,285,507,10
Success,2159,1977,1698,13,50,285,509,10
Invalid,2237,2011,1668,13,50,285,507,10
Invalid,2374,3548,1519,13,59,327,587,10
Regression,4735,5200,1798,14,52,287,3269,10
Success,2247,2061,1583,13,59,317,496,10
Success,2309,2400,1746,13,50,325,477,10
Regression,2630,2268,1669,14,52,287,302,10
Success,2296,2016,1664,13,52,291,503,10
Invalid,1036,1067,803,6,30,151,243,6
Invalid,2350,2566,2830,13,54,323,497,10
Success,2181,1950,1638,13,50,285,523,10
Invalid,2458,2434,1737,13,59,319,472,10
Success,2291,2172,1812,13,59,315,478,10
Success,2125,2042,1582,13,59,317,522,10
Invalid,3273,2601,2419,13,52,289,476,10
Success,2205,2363,1663,13,50,325,492,10
Invalid,1826,1655,1053,9,32,152,297,6
Invalid,2196,2521,1649,13,50,289,594,10
Regression,4603,5509,1652,14,52,287,3451,10
Invalid,2789,2761,1661,13,59,317,472,10
Invalid,2785,2588,2100,13,50,285,641,10
Invalid,1920,1791,1039,9,32,155,290,6
Success,2214,2390,1620,13,50,293,529,10
Success,2366,2093,1812,13,52,289,471,10
Success,2244,2346,1749,13,50,329,471,10
Invalid,2094,2125,1546,13,52,285,509,10
Invalid,1512,2198,1329,12,57,318,462,10
Success,2114,2292,1685,13,50,285,557,10
Invalid,2342,2488,1784,13,52,333,503,10
Success,2260,1917,1698,13,50,289,510,10
Success,2184,2209,1722,13,59,317,528,10
Success,2202,2048,1781,13,50,285,512,10
Invalid,2689,2616,1882,13,68,343,561,10
Success,2187,2422,1563,13,50,333,476,10
Success,2133,1944,1619,13,50,289,503,10
Error,2287,2154,1293,9,32,157,285,6
Regression,2746,2244,1599,13,52,289,303,10
Success,2164,1998,1620,13,50,289,533,10
Invalid,2185,1988,1835,13,50,287,509,10
Success,2241,2345,1804,13,59,316,468,10
Invalid,2185,2428,1760,13,50,285,574,10
Success,2198,1976,1677,13,50,289,510,10
Success,2246,2399,1611,13,50,287,561,10
Regression,2557,2353,1626,14,52,293,305,10
Success,2310,2023,1682,13,52,285,509,10
Invalid,2175,2048,1581,13,52,289,531,10
Invalid,3085,2474,2152,13,52,289,472,10
Success,2172,2453,1657,13,50,285,568,10
Regression,2585,2173,1625,14,52,287,310,10
Regression,2931,2202,1629,13,52,293,302,10
Invalid,3698,872,2791,8,15,112,110,6
Success,2209,1966,1678,13,50,291,513,10
Success,2115,2522,1662,13,50,287,604,10
Invalid,2741,2236,1711,13,59,325,520,10
Success,2109,2484,1625,13,59,321,467,10
Invalid,2116,1938,1658,13,52,285,515,10
Invalid,2297,2243,1770,13,0,0,0,11
Invalid,2143,1120,1195,10,31,164,301,6
Success,2219,2410,1625,13,59,321,472,10
Success,2286,2160,1893,13,50,287,542,10
Success,2330,2415,1930,13,50,293,602,10
Success,2273,2044,1686,13,59,330,516,10
Invalid,2394,2376,1607,13,50,289,526,10
Success,2396,2354,1866,13,59,321,469,10
Success,2368,2301,1689,13,54,292,495,10
Invalid,4990,5206,1870,13,52,291,3158,10
Invalid,1666,2029,1274,12,49,283,363,10
Success,2235,2529,1672,13,50,289,546,10
Regression,2690,2243,1634,13,52,287,291,10
Success,2152,2287,1673,13,50,331,484,10
Invalid,3436,4384,1605,13,52,289,2600,10
Success,2304,2586,1671,13,52,289,618,10
Regression,2663,2343,1939,13,52,287,465,10
Invalid,2117,2328,1732,13,50,285,593,10
Success,2214,2157,1746,13,50,331,470,10
Success,2234,2411,1697,13,59,325,478,10
Invalid,2304,2064,1798,13,52,287,508,10
Invalid,2533,2261,2183,13,59,383,514,10
Regression,2634,2245,1654,14,52,287,318,10
Invalid,2223,2465,1708,13,50,291,595,10
Invalid,2156,2174,1598,13,58,314,338,10
Success,2160,2310,1602,13,50,287,575,10
Success,2459,3412,1589,13,54,342,516,10
Invalid,2295,2647,1723,13,52,289,481,10
Invalid,2542,2366,1757,13,59,319,482,10
Success,2246,1949,1688,13,50,289,518,10
Regression,2767,3455,1725,13,52,291,1487,10
Success,2252,2099,1642,13,59,325,512,10
Success,2189,2121,1726,13,50,289,523,10
Invalid,2731,2341,3108,13,54,317,490,10
Regression,2595,2063,2026,13,59,317,508,10
Invalid,2248,2105,1839,13,50,285,529,10
Invalid,2657,2280,1694,14,52,308,324,10
Success,2491,2136,1854,13,59,319,517,10
Success,2274,1995,1722,13,50,285,530,10
Regression,2709,2202,1470,10,33,215,287,6
Invalid,2221,2265,1626,13,52,289,540,10
Invalid,2245,2169,1886,13,50,291,516,10
Success,2379,2195,1695,13,52,287,505,10
Invalid,2608,3875,1645,13,61,323,540,10
Invalid,2130,1983,1663,13,50,289,512,10
Regression,2505,2163,1833,13,59,323,491,10
Success,2098,2209,1603,13,0,0,0,11
Success,2253,2401,1646,13,52,289,515,10
Success,2176,2487,1768,13,50,287,554,10
Success,2165,2255,1650,13,50,289,558,10
Invalid,2148,3159,1626,13,59,321,556,10
Regression,2517,2511,1737,13,52,291,479,10
Invalid,3316,3723,1631,14,52,287,1803,10
Regression,2587,2058,1869,13,59,321,522,10
Success,2164,2265,1664,13,0,0,0,11
Success,2245,1964,1719,13,50,289,518,10
Error,2125,1112,1223,10,31,160,303,6
Success,2248,2479,1644,13,54,294,484,10
Success,2153,2045,1605,13,50,291,533,10
Success,2278,2351,1988,13,50,285,585,10
Error,2211,4114,1874,14,77,441,323,14
Invalid,2534,2505,1923,13,59,323,465,10
Success,2206,2313,1660,13,59,323,468,10
Success,2483,3070,1580,13,50,331,494,10
Invalid,2130,1983,1663,13,50,289,512,10
Invalid,5444,6786,1653,14,52,285,4728,10
Invalid,2319,2498,1654,13,54,292,480,10
Success,2301,2246,1664,13,50,333,489,10
Invalid,2047,2277,1656,13,50,287,561,10
Success,2222,1916,1727,13,50,285,508,10
Invalid,2600,2112,1782,13,52,287,495,10
Success,2319,2115,1710,13,54,325,474,10
Success,2141,1792,1626,13,0,0,0,11
Success,2304,2144,1683,13,54,319,463,10
Invalid,2198,2092,1648,13,50,291,519,10
Success,2300,1946,1945,13,50,285,497,10
Regression,4692,5695,1688,14,52,287,3705,10
Invalid,2164,2282,1642,13,50,287,560,10
Regression,2728,2275,1630,14,52,287,347,10
